 0.1,  0.1,    1, 34192,  6435
 0.1,  0.1,    3, 34192,  3392
 0.1,  0.1,    5, 34192,  1571
 0.1,  0.1,   10, 34192,  1376
 0.1,  0.1,   50, 34192,   394
 0.1,  0.1,  100, 34192,     0
 0.1,  0.1,  300, 34192,     0
 0.1,  0.1,  500, 34192,     0
 0.1,  0.2,    1, 34192,  5092
 0.1,  0.2,    3, 34192,  3878
 0.1,  0.2,    5, 34192,  1101
 0.1,  0.2,   10, 34192,  4383
 0.1,  0.2,   50, 34192,   394
 0.1,  0.2,  100, 34192,  1062
 0.1,  0.2,  300, 34192,   394
 0.1,  0.2,  500, 34192,     0
 0.1,  0.3,    1, 34192,  8819
 0.1,  0.3,    3, 34192,  4768
 0.1,  0.3,    5, 34192,  1618
 0.1,  0.3,   10, 34192,  4485
 0.1,  0.3,   50, 34192,  1487
 0.1,  0.3,  100, 34192,     0
 0.1,  0.3,  300, 34192,     0
 0.1,  0.3,  500, 34192,     0
 0.1,  0.4,    1, 34192,  4212
 0.1,  0.4,    3, 34192,  3570
 0.1,  0.4,    5, 34192,  1571
 0.1,  0.4,   10, 34192,  2453
 0.1,  0.4,   50, 34192,     0
 0.1,  0.4,  100, 34192,   394
 0.1,  0.4,  300, 34192,     0
 0.1,  0.4,  500, 34192,     0
 0.1,  0.5,    1, 34192,   505
 0.1,  0.5,    3, 34192,  3900
 0.1,  0.5,    5, 34192,  3029
 0.1,  0.5,   10, 34192,  2877
 0.1,  0.5,   50, 34192,     0
 0.1,  0.5,  100, 34192,   394
 0.1,  0.5,  300, 34192,     0
 0.1,  0.5,  500, 34192,     0
 0.1,  0.6,    1, 34192,  2061
 0.1,  0.6,    3, 34192,  3392
 0.1,  0.6,    5, 34192,  1881
 0.1,  0.6,   10, 34192,   964
 0.1,  0.6,   50, 34192,   394
 0.1,  0.6,  100, 34192,     0
 0.1,  0.6,  300, 34192,     0
 0.1,  0.6,  500, 34192,     0
 0.1,  0.7,    1, 34192,  1643
 0.1,  0.7,    3, 34192,  5598
 0.1,  0.7,    5, 34192,  1109
 0.1,  0.7,   10, 34192,   505
 0.1,  0.7,   50, 34192,   394
 0.1,  0.7,  100, 34192,     0
 0.1,  0.7,  300, 34192,     0
 0.1,  0.7,  500, 34192,     0
 0.1,  0.8,    1, 34192,  9859
 0.1,  0.8,    3, 34192,  6810
 0.1,  0.8,    5, 34192,  3705
 0.1,  0.8,   10, 34192,  1101
 0.1,  0.8,   50, 34192,     0
 0.1,  0.8,  100, 34192,     0
 0.1,  0.8,  300, 34192,   394
 0.1,  0.8,  500, 34192,     0
 0.2,  0.1,    1, 34192,  5166
 0.2,  0.1,    3, 34192,  3029
 0.2,  0.1,    5, 34192,  5323
 0.2,  0.1,   10, 34192,   964
 0.2,  0.1,   50, 34192,  1274
 0.2,  0.1,  100, 34192,   964
 0.2,  0.1,  300, 34192,     0
 0.2,  0.1,  500, 34192,     0
 0.2,  0.2,    1, 34192,  8018
 0.2,  0.2,    3, 34192,  6650
 0.2,  0.2,    5, 34192,  2453
 0.2,  0.2,   10, 34192,  4393
 0.2,  0.2,   50, 34192,  1881
 0.2,  0.2,  100, 34192,     0
 0.2,  0.2,  300, 34192,     0
 0.2,  0.2,  500, 34192,     0
 0.2,  0.3,    1, 34192, 11339
 0.2,  0.3,    3, 34192,  4187
 0.2,  0.3,    5, 34192,  4709
 0.2,  0.3,   10, 34192,  1618
 0.2,  0.3,   50, 34192,  1618
 0.2,  0.3,  100, 34192,  1487
 0.2,  0.3,  300, 34192,   394
 0.2,  0.3,  500, 34192,   394
 0.2,  0.4,    1, 34192,  6709
 0.2,  0.4,    3, 34192,  4950
 0.2,  0.4,    5, 34192,  2387
 0.2,  0.4,   10, 34192,  4220
 0.2,  0.4,   50, 34192,   964
 0.2,  0.4,  100, 34192,   394
 0.2,  0.4,  300, 34192,     0
 0.2,  0.4,  500, 34192,     0
 0.2,  0.5,    1, 34192,  2957
 0.2,  0.5,    3, 34192,  3504
 0.2,  0.5,    5, 34192,  4019
 0.2,  0.5,   10, 34192,  1614
 0.2,  0.5,   50, 34192,     0
 0.2,  0.5,  100, 34192,   394
 0.2,  0.5,  300, 34192,     0
 0.2,  0.5,  500, 34192,     0
 0.2,  0.6,    1, 34192,  4250
 0.2,  0.6,    3, 34192,  3570
 0.2,  0.6,    5, 34192,  1101
 0.2,  0.6,   10, 34192,  1643
 0.2,  0.6,   50, 34192,  1643
 0.2,  0.6,  100, 34192,  1101
 0.2,  0.6,  300, 34192,   394
 0.2,  0.6,  500, 34192,     0
 0.2,  0.7,    1, 34192,  8001
 0.2,  0.7,    3, 34192,  1881
 0.2,  0.7,    5, 34192,  1376
 0.2,  0.7,   10, 34192,  4181
 0.2,  0.7,   50, 34192,   394
 0.2,  0.7,  100, 34192,   505
 0.2,  0.7,  300, 34192,   394
 0.2,  0.7,  500, 34192,     0
 0.2,  0.8,    1, 34192,  8610
 0.2,  0.8,    3, 34192,  7354
 0.2,  0.8,    5, 34192,  1618
 0.2,  0.8,   10, 34192,  1819
 0.2,  0.8,   50, 34192,  1618
 0.2,  0.8,  100, 34192,  1062
 0.2,  0.8,  300, 34192,     0
 0.2,  0.8,  500, 34192,     0
 0.3,  0.1,    1, 34192,  8632
 0.3,  0.1,    3, 34192,  4793
 0.3,  0.1,    5, 34192,  3375
 0.3,  0.1,   10, 34192,  2451
 0.3,  0.1,   50, 34192,     0
 0.3,  0.1,  100, 34192,     0
 0.3,  0.1,  300, 34192,   505
 0.3,  0.1,  500, 34192,     0
 0.3,  0.2,    1, 34192,  4383
 0.3,  0.2,    3, 34192,  6931
 0.3,  0.2,    5, 34192,  1643
 0.3,  0.2,   10, 34192,  3476
 0.3,  0.2,   50, 34192,   394
 0.3,  0.2,  100, 34192,     0
 0.3,  0.2,  300, 34192,   394
 0.3,  0.2,  500, 34192,     0
 0.3,  0.3,    1, 34192,  5871
 0.3,  0.3,    3, 34192,  4019
 0.3,  0.3,    5, 34192,  1571
 0.3,  0.3,   10, 34192,     0
 0.3,  0.3,   50, 34192,     0
 0.3,  0.3,  100, 34192,     0
 0.3,  0.3,  300, 34192,     0
 0.3,  0.3,  500, 34192,     0
 0.3,  0.4,    1, 34192,  9094
 0.3,  0.4,    3, 34192,  5920
 0.3,  0.4,    5, 34192,  4383
 0.3,  0.4,   10, 34192,  2453
 0.3,  0.4,   50, 34192,  1376
 0.3,  0.4,  100, 34192,  1101
 0.3,  0.4,  300, 34192,   505
 0.3,  0.4,  500, 34192,     0
 0.3,  0.5,    1, 34192,  7227
 0.3,  0.5,    3, 34192,  2912
 0.3,  0.5,    5, 34192,  3043
 0.3,  0.5,   10, 34192,  1109
 0.3,  0.5,   50, 34192,   505
 0.3,  0.5,  100, 34192,  1062
 0.3,  0.5,  300, 34192,   394
 0.3,  0.5,  500, 34192,     0
 0.3,  0.6,    1, 34192,  9816
 0.3,  0.6,    3, 34192,  3574
 0.3,  0.6,    5, 34192,  4697
 0.3,  0.6,   10, 34192,  1109
 0.3,  0.6,   50, 34192,  1109
 0.3,  0.6,  100, 34192,   505
 0.3,  0.6,  300, 34192,   394
